Respondent_Serial,term,halfterm,wt_gross,xSCHYR_5_2,xcluster,xstrata,xsurvey_year,Region_name,CSPNC,CSP_name,CSPNC2019,CSP_name2019,CountyCounc_2021,CountyCounc_2023,LDP_combined,LDP_proxy,STP_NC,Overall,Birthmonth_A,age_11,SCHYR_A,SCHYR_5_2,SEX_A,Urbanrural6,urbanrural2,IMDDECILE,IMD10_GR3,IMD_QUINTILE,IDACI_DECILE,IDACI10_GR3,IDACI_QUINTILE,CommNeed10,CommNeed10_GR3,Absence_Overall_GR4,Absence_Persistent_GR6,Daily_mile,ESL_GR10,ESL_GR5,Exclusions_Fixed_GR5,Exclusions_Permanent_GR4,FSM_elig_PC_GR6,FSM_take_PC_GR6,GypEth_GR5,Meetstandards_GR10,Meetstandards_GR4,ofstedrating,PrimaryCount_GR5,Progress8_GR,PupilCount_GR18,PupilTeacherRatio_GR5,Schoolestab,schoolreligion2,schoolreligion4,schoolreligion6,schoolselect2,Schoolsex2,Schoolsex3,SecondaryCount_GR5,PLLIKESP_A,PLLIKESP_A_gr,PLLIKESP_A_gr2,PLLIKEAC2_A,PLLIKEAC2_A_gr,PLLIKEAC2_A_gr2,PLEASY_A,PLEASY_A_gr2,SWIMLK_A,SWIMLK_A_gr2,SWIMLV_A_gr2,WELLHP4_A,TRAVEL_A1,TRAVEL_A2,TRAVEL_A3,TRAVEL_A4,TRAVEL_A5,TRAVEL_A6,WEEKSP1_A01,WEEKSP1_A02,WEEKSP1_A03,WEEKSP1_A04,WEEKSP1_A05,WEEKSP1_A06,WEEKSP1_A07,WEEKSP1_A08,WEEKSP1_A09,WEEKSP1_A12,WEEKAC1_A01,WEEKAC1_A02,WEEKAC1_A03,WEEKAC1_A04,WEEKAC1_A05,WEEKAC1_A06,WEEKAC1_A07,WEEKAC1_A08,WEEKAC1_A09,WEEKAC1_A10,WEEKAC1_A11,WEEKAC1_A12
1031158,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,-92,0,0
1031159,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,6,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,-92,0,0
1031162,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,6,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,5,-99,-99,1,1,1,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-92,0,0
1031164,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,-92,0,0
1031165,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,5,-99,-99,1,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,-92,0,0
1031166,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,3,99,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,-92,0,0
1031169,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,6,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,-92,1,0
1031170,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,6,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,5,99,99,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,-92,0,0
1031171,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,5,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-92,0,0
1031172,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,6,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-92,0,0
1031173,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,2,6,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-92,1,0
1031174,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,-92,0,0
1031175,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,-92,1,0
1031176,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,5,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,5,-99,-99,4,2,2,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1031177,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,6,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,-92,0,0
1031178,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,3,99,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-92,0,0
1031179,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,-92,1,0
1031180,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,2,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,3,2,2,3,99,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-92,0,0
1031181,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-92,0,0
1031182,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,5,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,-92,1,0
1031183,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,6,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,5,-99,-99,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-92,0,0
1031184,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,5,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,4,2,2,1,1,4,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,-92,0,0
1031185,3,6,23.9352455086275,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,5,1,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,-92,1,0
1031186,3,6,29.4028774585851,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,6,1,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,-92,1,0
1031799,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,-92,0,0
1031800,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-92,1,0
1031801,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,3,99,2,1,2,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,-92,1,0
1031805,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,-92,0,0
1031807,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,-92,0,0
1031808,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,99,5,99,99,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,-92,0,0
1031809,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,-92,1,0
1031810,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,3,99,2,1,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-92,0,0
1031814,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,-92,0,0
1031816,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,3,2,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-92,0,0
1031818,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-92,0,0
1031821,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,99,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-92,1,0
1031822,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,1,0,0,1,0,0,0,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-92,-99,-99
1031824,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,2,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,3,99,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,-92,1,0
1031825,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-92,0,0
1031826,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,2,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,5,99,99,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-92,0,0
1031827,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,2,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,-92,0,0
1031828,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-92,0,0
1031830,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,99,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,-92,0,0
1031831,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,-92,1,0
1031832,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,5,99,99,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,-92,0,0
1031833,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,2,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,3,99,5,99,99,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,-92,1,0
1031834,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-92,0,0
1031836,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,-92,1,0
1031839,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-92,0,0
1031842,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,2,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,3,2,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,-92,0,0
1031843,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-92,0,0
1031844,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,-92,0,0
1031845,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,-92,1,0
1031847,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,3,99,5,99,99,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-92,0,0
1031848,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,99,3,2,2,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,-92,0,0
1031849,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,1,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-92,0,0
1031852,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,3,99,1,1,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-92,0,0
1031853,3,6,26.3947816666934,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,1,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,5,-99,-99,1,1,1,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,-92,0,0
1031854,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,3,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-92,0,0
1031855,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,2,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,-92,1,0
1031856,3,6,24.4951093027497,1,362865,17181,6,7,34,34,34,34,21,-96,0,0,33,1,4,7,2,1,2,6,2,8,3,4,7,2,4,5,2,4,3,2,1,1,2,2,2,1,1,-1,-1,2,4,-1,4,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-92,0,0
