Respondent_Serial,term,halfterm,wt_gross,xSCHYR_5_2,xcluster,xstrata,xsurvey_year,Region_name,CSPNC,CSP_name,CSPNC2019,CSP_name2019,CountyCounc_2021,CountyCounc_2023,LDP_combined,LDP_proxy,STP_NC,Overall,Birthmonth_A,age_11,SCHYR_A,SCHYR_5_2,SEX_A,Urbanrural6,urbanrural2,IMDDECILE,IMD10_GR3,IMD_QUINTILE,IDACI_DECILE,IDACI10_GR3,IDACI_QUINTILE,CommNeed10,CommNeed10_GR3,Absence_Overall_GR4,Absence_Persistent_GR6,Daily_mile,ESL_GR10,ESL_GR5,Exclusions_Fixed_GR5,Exclusions_Permanent_GR4,FSM_elig_PC_GR6,FSM_take_PC_GR6,GypEth_GR5,Meetstandards_GR10,Meetstandards_GR4,ofstedrating,PrimaryCount_GR5,Progress8_GR,PupilCount_GR18,PupilTeacherRatio_GR5,Schoolestab,schoolreligion2,schoolreligion4,schoolreligion6,schoolselect2,Schoolsex2,Schoolsex3,SecondaryCount_GR5,PLLIKESP_A,PLLIKESP_A_gr,PLLIKESP_A_gr2,PLLIKEAC2_A,PLLIKEAC2_A_gr,PLLIKEAC2_A_gr2,PLEASY_A,PLEASY_A_gr2,SWIMLK_A,SWIMLK_A_gr2,SWIMLV_A_gr2,WELLHP4_A,TRAVEL_A1,TRAVEL_A2,TRAVEL_A3,TRAVEL_A4,TRAVEL_A5,TRAVEL_A6,WEEKSP1_A01,WEEKSP1_A02,WEEKSP1_A03,WEEKSP1_A04,WEEKSP1_A05,WEEKSP1_A06,WEEKSP1_A07,WEEKSP1_A08,WEEKSP1_A09,WEEKSP1_A12,WEEKAC1_A01,WEEKAC1_A02,WEEKAC1_A03,WEEKAC1_A04,WEEKAC1_A05,WEEKAC1_A06,WEEKAC1_A07,WEEKAC1_A08,WEEKAC1_A09,WEEKAC1_A10,WEEKAC1_A11,WEEKAC1_A12
1019757,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,6,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,-92,1,0
1019759,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,6,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,5,-99,-99,3,2,2,2,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-92,0,0
1019761,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,6,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-92,0,0
1019763,2,4,16.0840621763114,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,-92,0,0
1019764,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,6,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,-92,0,0
1019766,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,-92,1,0
1019768,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,-92,0,0
1019773,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,6,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,-92,0,0
1019774,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,6,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-92,0,0
1019776,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,6,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,-92,0,0
1019778,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-92,0,0
1019779,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,6,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,-92,1,0
1019781,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,6,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,-92,0,0
1019782,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,6,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-92,0,0
1019784,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,6,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,-92,0,0
1019786,2,4,16.0840621763114,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,6,2,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-92,0,0
1019787,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,-92,0,0
1019789,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,6,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,3,99,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-92,1,0
1019790,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,6,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,-92,0,0
1019791,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,-92,1,0
1019792,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,-92,0,0
1019795,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,-92,0,0
1019796,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,3,99,5,99,99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-92,0,0
1019798,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,5,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-92,0,0
1019813,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,-92,0,0
1019814,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,6,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,-92,0,0
1019815,2,4,16.0840621763114,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,7,2,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,-92,0,0
1019819,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-92,0,0
1019821,2,4,16.0840621763114,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-92,0,0
1019823,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,1,7,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-92,0,0
1019826,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,6,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,-92,0,0
1019827,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,3,99,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-92,0,0
1019829,2,4,16.0840621763114,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-92,0,0
1020265,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,-92,0,0
1020272,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,-92,1,0
1021490,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,7,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,-99,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-92,-99,-99
1021493,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,-92,0,0
1021496,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,1,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,-92,0,0
1021498,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-92,0,0
1021500,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,4,5,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,3,99,5,99,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,-92,0,0
1021501,2,4,17.9358000396877,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,1,6,1,1,1,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-92,0,0
1021504,2,4,17.0606638135051,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,2,7,2,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,-92,1,0
1021505,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,5,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,-92,0,0
1021510,2,4,16.7756795067643,1,360210,10373,6,1,1,1,1,1,-96,-96,0,0,25,1,3,5,1,1,2,4,2,6,2,3,3,1,2,1,1,4,5,1,1,1,2,2,3,2,1,-1,-1,2,4,-1,4,3,1,2,4,6,1,1,1,1,5,-99,-99,1,1,1,2,2,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,-92,1,0
1030916,3,6,38.9779971851972,1,363693,17204,6,5,9,9,9,9,3,-96,0,0,21,1,1,5,1,1,2,3,1,1,1,1,1,1,1,1,1,4,6,2,1,1,2,1,5,5,1,3,1,2,2,-1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-92,0,0
1030919,3,6,39.5928993535682,1,363693,17204,6,5,9,9,9,9,3,-96,0,0,21,1,3,6,1,1,1,3,1,1,1,1,1,1,1,1,1,4,6,2,1,1,2,1,5,5,1,3,1,2,2,-1,2,3,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-92,0,0
1030949,3,6,38.9779971851972,1,363693,17204,6,5,9,9,9,9,3,-96,0,0,21,1,1,5,1,1,2,3,1,1,1,1,1,1,1,1,1,4,6,2,1,1,2,1,5,5,1,3,1,2,2,-1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-92,0,0
1030953,3,6,39.5928993535682,1,363693,17204,6,5,9,9,9,9,3,-96,0,0,21,1,2,6,1,1,1,3,1,1,1,1,1,1,1,1,1,4,6,2,1,1,2,1,5,5,1,3,1,2,2,-1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,99,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,-92,1,0
1030999,3,6,38.9779971851972,1,363693,17204,6,5,9,9,9,9,3,-96,0,0,21,1,2,6,1,1,2,3,1,1,1,1,1,1,1,1,1,4,6,2,1,1,2,1,5,5,1,3,1,2,2,-1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,-92,0,0
1031005,3,6,38.9779971851972,1,363693,17204,6,5,9,9,9,9,3,-96,0,0,21,1,4,5,1,1,2,3,1,1,1,1,1,1,1,1,1,4,6,2,1,1,2,1,5,5,1,3,1,2,2,-1,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,-92,0,0
1031011,3,6,38.9779971851972,1,363693,17204,6,5,9,9,9,9,3,-96,0,0,21,1,4,5,1,1,2,3,1,1,1,1,1,1,1,1,1,4,6,2,1,1,2,1,5,5,1,3,1,2,2,-1,2,3,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,-92,0,0
1007512,1,2,71.0678482887357,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,2,5,1,1,1,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,-92,0,0
1007517,1,2,71.0678482887357,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,3,5,1,1,1,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,-92,0,0
1007521,1,2,71.0678482887357,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,3,5,1,1,1,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-92,0,0
1007523,1,2,71.0678482887357,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,4,5,1,1,1,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,-92,0,0
1007527,1,2,71.0678482887357,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,2,5,1,1,1,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-92,0,0
1007533,1,2,71.0678482887357,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,4,5,1,1,1,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-92,0,0
1007539,1,2,70.9099875141154,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,3,5,1,1,2,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,-92,0,0
1007561,1,2,71.0678482887357,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,3,5,1,1,1,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,-92,0,0
1007767,1,2,70.9099875141154,1,360751,17135,6,5,9,9,9,9,3,-96,0,0,9,1,3,5,1,1,2,4,2,1,1,1,1,1,1,1,1,4,6,2,2,1,-1,-1,5,5,1,9,4,-1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-92,0,0
